"spot_id","name","img","content","address","can_parking","can_pet","crowd_level","overview","homepage","map_x","map_y","content_id","content_type_id","tel"
2839014,료미,https://tong.visitkorea.or.kr/cms/resource/03/4071903_image2_1.jpg,,경상북도 경주시 포석로 1058-1,,,,"료미는 경상북도 경주시 황남동에 있다. 황리단길에서 유명한 일식집이다. 경주 여행길에 일부러 찾아오는 사람도 많다. 대표 메뉴는 참치, 단무지, 오이, 우엉 등을 넣은 후토마키다. 이 밖에 스테이크 덮밥, 고마소바, 청귤 냉소바, 닭껍질 가라아게, 왕새우 튀김 등도 맛볼 수 있다. 내부에는 단체석이 마련되어 있어 모임 하기에 좋다. 반려동물과 함께 입장할 수 있다는 장점도 지녔다. 경주 IC에서 가깝고 인근에 첨성대, 보문관광단지, 경주 CC가 있다.",,129.209740885,35.8355133675,2839014,39,
3337718,라한셀렉트 경주,https://tong.visitkorea.or.kr/cms/resource/06/3337706_image2_1.jpg,,경상북도 경주시 보문로 338 (신평동),,,,"라한셀렉트 경주는 경주를 대표하는 특급호텔로 라한호텔의 최상위 럭셔리 브랜드이다. 보문호수의 아름다운 자연경관과 라한셀렉트 경주에서만 만나볼 수 있는 북스토어&카페, 키즈라운지, 셀렉트 다이닝 등 이색적인 부대시설을 보유하고 있다. 수영장은 어덜트풀, 키즈풀, 베이풀로 구분될뿐만 아니라 자쿠지 및 바데풀과 같이 다양한 스폿이 있어 가족과 함께 방문하기에 좋다.",,129.2785910737,35.8495714411,3337718,32,
2909960,소풍캠핑장(경주),,,경상북도 경주시 새터흥림길 1-27,,,,"소풍캠핑장은 경북 경주시 천북면 화산리에 자리한 폐교 리모델링 캠핑장이다. 캠핑장에는 넉넉한 크기의 오토캠핑 사이트 14면이 마련되어 있으며 사이트 간 간격도 여유로워 보다 프라이빗 한 캠핑을 즐길 수 있다. 카라반과 개인 트레일러 동반 입장이 가능하며, 연박 이용객에게는 할인 혜택도 제공한다. 또한 천연 염색과 천연 화장품 만들기, 도예 체험 등 다양한 체험 프로그램이 준비되어 있어 가족 단위 방문객들에게 인기가 높다. 주변에는 루나엑스 골프장과 보문관광단지가 있어 관광과 함께 즐기기 좋다.",,129.2902474834,35.9220935263,2909960,28,
2906650,먹거리해물생칼국수,,,경상북도 경주시 감포로5길 6-20,,,,"먹거리해물생칼국수는 경상북도 경주시 감포읍에 위치한 칼국수 전문점이다. 세월의 흔적이 느껴지는 정겨운 외관과 편안한 분위기의 실내가 인상적이며, 단체석이 마련되어 있어 가족 모임이나 단체 방문에도 적합하다. 대표 메뉴인 해물칼국수를 비롯해 들깨칼국수, 굴 칼국수, 콩국수, 옛날 칼국수 등 다양한 면 요리를 선보인다. 이 밖에도 해물파전과 닭볶음탕 등 곁들임 메뉴를 함께 즐길 수 있다. 동경주 IC와 가까워 접근성이 좋으며, 인근의 감포항과 송대말등대 빛 체험 전시관을 함께 둘러보기에도 좋다.",,129.501292227,35.804186576,2906650,39,
2907335,늘곰탕,https://tong.visitkorea.or.kr/cms/resource/41/3584841_image2_1.jpg,,경상북도 경주시 포석로 986 1층,,,,"늘곰탕은 경상북도 경주시 황남동에 있다. 한옥으로 지어진 덕분에 외관에서 고풍스러운 멋이 풍긴다. 예스러운 분위기를 연출하는 인테리어도 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우 갈비뼈 등을 넣고 12시간 이상 끓인 육수로 만든 늘곰탕이다. 이 밖에 늘한우수육, 늘함박떡갈비, 늘김치말이묵국수도 판다. 경주 IC에서 가깝고 주변에 첨성대를 비롯해 국립경주박물관, 경주교촌한옥마을 등 경주의 유명 관광지가 많다.",,129.209863284208,35.8289780339188,2907335,39,
3451999,황리단길 생활문화센터,https://tong.visitkorea.or.kr/cms/resource/47/3451947_image2_1.JPG,,경상북도 경주시 포석로 1058-26 (황남동),,,,"황리단길 생활문화센터는 경주시 황리단길 인근에 위치한 복합문화공간으로, 공연장, 북카페, 청년상점, 무료 짐보관함 등 다양한 시설을 갖추고 있다. 2021년에 개관하여 지역 주민과 관광객에게 문화와 소통의 장을 제공하며, 경주의 새로운 문화 허브로 자리 잡고 있다.",,129.21049445192082,35.835251738531674,3451999,14,
2906658,명성수산,,,경상북도 경주시 감포로2길 105 1층,,,,"명성수산은 경주시 감포읍 감포항 인근에 위치한 횟집으로, 신선한 해산물과 감포항의 풍경을 함께 즐길 수 있는 곳이다. 현대적인 외관과 깔끔하게 정돈된 실내가 돋보이며, 단체석이 마련되어 있어 가족 모임이나 단체 식사 장소로도 이용하기 좋다. 창가에 앉으면 감포항의 정취를 감상하며 여유롭게 식사를 즐길 수 있다. 대표 메뉴는 각종 생선회이며, 전복죽과 전복물회, 오징어물회, 우럭매운탕, 삼식이매운탕 등 다양한 해산물 요리도 함께 선보인다. 동경주IC와 가까워 접근성이 좋으며, 인근의 감포항과 송대말등대 빛체험전시관을 함께 둘러보기에도 좋다.",,129.503891978059,35.8043727153522,2906658,39,
3444721,정글미디어파크,https://tong.visitkorea.or.kr/cms/resource/99/3444699_image2_1.jpg,,경상북도 경주시 보문로 465-67 (신평동) 지하 1층,,,,"정글미디어파크는 경상북도 경주시 서면에 위치한 체험형 미디어 공간으로, 자연 환경과 첨단 기술을 결합한 다양한 미디어 콘텐츠와 체험 프로그램을 제공한다.",,129.29025829515348,35.839670610640496,3444721,12,
2906673,모카커피,,,경상북도 경주시 감포읍 사무골길 28-9,,,,"모카커피는 경상북도 경주시 감포읍 감포리에 위치한 카페다. 한옥 형태로 지어진 건물은 전통적인 분위기와 고풍스러운 멋을 느낄 수 있으며, 내부는 감각적인 인테리어로 꾸며져 편안하면서도 세련된 분위기를 연출한다. 대표 메뉴인 모카커피를 비롯해 모카로즈, 붉은 장미에이드, 촉촉 코코넛 등 개성 있는 음료 메뉴를 제공하고 있으며, 커피와 함께 즐기기 좋은 다양한 디저트도 마련되어 있다. 전통적인 한옥의 분위기와 현대적인 감성이 어우러져 여유로운 시간을 보내기 좋은 공간으로 많은 방문객들의 발길이 이어지고 있다.",,129.5004716551822,35.80479458845078,2906673,39,
3532717,스테이 안김A,,,경상북도 경주시 첨성로99번길 26-5 (황남동),,,,"경주 황리단길 여행하기 가장 좋은 위치의 독채한옥 숙소입니다. 대릉원, 첨성대 등 관광유적지구와 경주 황리단길 핫플 사이에 스테이안김이 있습니다. 스테이 안김A는 2025년에 신규 오픈했습니다.실내 자쿠지와 마당이 있는 스테이안김 1F, 실내 테라스와 전망이 좋은 스테이안김 2F, 두 가지 타입의 객실이 있습니다.",https://map.naver.com/p/entry/place/1112693359,129.2129954936,35.835527072,3532717,32,
127484,경주국립공원,https://tong.visitkorea.or.kr/cms/resource/70/4059570_image2_1.jpg,,경상북도 경주시 천북남로 12 (신평동),,,,"경주국립공원은 설악산국립공원, 한려해상국립공원처럼 산이나 바다 등 자연경관이 아닌 세계적으로도 놀라운 문화유산으로  이루어진 국립공원이다. 신라 천 년의 찬란한 문화를 꽃피운 경주는 우리 조상이 남긴 찬란한 민족문화의 발자취와  삼국통일의 웅장한 기상이 서려 있고 가는 곳마다 명승고적과 전설, 고유민속 등의 수많은 문화유산을 보존하고 있는 한국 관광의 대표적인 곳이다. 훌륭한 사적과 문화적, 역사적 유물이 놀라울 만큼 한 고장에 집중적으로 보존돼 있고 국보급 또는 세계적으로 가치 있는 고고품이 쏟아져 나왔으며, 또 찬란했던 불교문화와 그 예술을 확인할 수 있는 경주는 한마디로 도시 전체가 벽 없는 박물관이다. 특히, 경주시가 관광특구로 지정된 후 민관이 함께 관광기반시설과 환경개선에 힘을 기울이고 있어 과거 어느 때보다도  훌륭한 관광 지역으로  변모하고 있으며, 해마다 5백만 명 이상이 경주를 찾고 있다.",https://www.knps.or.kr,129.289465119394,35.8439305508424,127484,12,
3022997,국립경주박물관 신라천년서고,https://tong.visitkorea.or.kr/cms/resource/28/3022928_image2_1.jpg,,경상북도 경주시 인왕동 76,,,,"2022년 12월 15일 개관한 신라천년서고는 박물관 소장 도서를 열람할 수 있는 박물관 내 도서관이다. 이곳은 기존에 수장고로 이용되던 건물로, 한옥 형태의 외관은 그대로 살리고 내부는 현대적으로 재해석해 리모델링했다.
이곳에서는 국립경주박물관에서 발간한 도서뿐 아니라 국내외 전시 도록과 신라 및 경주학 관련 도서 등을 소장하고 있다. 또한 별도로 마련된 북큐레이션룸에서는 박물관 큐레이터와 사서가 함께 고른 책들을 주제에 맞춰 소개하며, 책과 관련된 다양한 행사를 진행한다. 이 건물은 한국실내건축가협회(KOSID)가 주관하는 2022년 골든 스케일 베스트어워드 협회상을 수상했다.",https://gyeongju.museum.go.kr/,129.2269,35.8293,3022997,14,
3486975,더히든풀빌라,https://tong.visitkorea.or.kr/cms/resource/65/4058465_image2_1.jpg,,경상북도 경주시 서낭길 122-12 (북군동),,,,"경주 관광지 보문단지에 위치한 더히든 풀빌라는 2023년 6월 1일 오픈했다. 신축 독채 풀빌라로써 1층 (거실, 찜질방, 수영장, 바비큐장), 2층(거실, 침실, 테라스) 으로 구성 되어있다. 수영장은 지하 800m 천연 온천수(33~34도)로 사계절 즐거운 물놀이를 즐길 수 있는 실내 개별 온수풀이다. 대화를 나눌 수 있는 개별 바비큐장과 피로를 풀 수 있는 편백 찜질방도 운영하고 있다. 실외 공간은 영유아 어린이들이 즐길 수 있는 트램펄린, 어린이 미끄럼틀이 구비되어 있는 놀이터가 있으며 전동오토바이, 실외 파라솔 테이블도 마련되어 있다.",,129.26649193074303,35.862223652526275,3486975,32,
2903995,스펑크커피,,,경상북도 경주시 임해로 127,,,,"스펑크커피는 경상북도 경주시 황오동에 있다. 현대적인 감각이 돋보이는 외관과 깔끔한 분위기를 연출하는 인테리어가 눈에 띈다. 대표 메뉴는 아메리카노다. 이 밖에 케일&사과 샐러드, 베이크드쉬림프, 치킨레이어 등 여러 가지 먹거리가 준비되어 있다. 경주 IC에서 가깝고, 주변에 첨성대를 비롯해 국립경주박물관, 경주 교촌한옥마을 등 경주의 유명 관광지가 많다.",,129.229022188632,35.8431072800391,2903995,39,
2876501,보불어탕명가,,,경상북도 경주시 보불로 174-17 (하동),,,,"보불어탕명가는 경상북도 경주시 하동에 위치해 있다. 한옥의 고픙스러움을 느낄 수 있는 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 어탕 손수제비다. 이 밖에 어탕 칼국수, 어탕 만둣국, 어탕 해장국, 어탕밥, 매운 어탕수제비 등 여러 가지 어탕 요리가 준비되어 있다. 동경주 IC에서 가깝고 주변에 추억의 달동네, 세계문화유산 석굴암이 있어 연계 여행에 나서기 제격이다.",,129.31452464312804,35.80018878833277,2876501,39,
2902912,청산한우,,,경상북도 경주시 강동면 천강로 938,,,,"청산한우는 경상북도 경주시 강동면 왕신리에 있다. KBS 2TV 시사 교양 프로그램 에 소개된 바 있다. 깔끔한 외관과 예스러운 분위기를 연출하는 인테리어가 눈에 띈다. 내부에는 단체석이 마련되어 있어 각종 모임을 하기 좋다. 대표 메뉴는 한우를 손질해 손님상에 내는 갈빗살이다. 소금구이, 육회, 소고기국밥, 냉면, 된장찌개 등도 판다. 강동 IC에서 가깝고 주변에 세계문화유산 경주 양동마을과 옥산서원이 있어 식전이나 식후에 방문하기 수월하다.",,129.29175968422214,35.96619174119873,2902912,39,
3417731,경주 비단벌레 전동차,https://tong.visitkorea.or.kr/cms/resource/32/3538032_image2_1.jpg,,경상북도 경주시 첨성로 149 (황남동),,,,"경주 비단벌레 전동차는 천연기념물로 지정된 비단벌레를 형상화한 친환경 전기자동차다. 비단벌레 전동차를 타고 문화해설을 들으며 첨성대를 비롯한 동부사적지대 일원을 투어한다. 남녀노소 다양한 연령대가 이용하고 있으며 특히 아이들에게 인기 만점이다. 운행코스는 매표소에서 출발하여 계림과 향교, 최부자집, 교촌마을, 월정교, 월성, 꽃단지, 월성홍보관, 첨성대를 들러 출발지 도착하는 코스로 경주의 유명 관광지들을 한번에 둘러 볼 수 있다.","https://www.gjfmc.or.kr""",129.21736653474522,35.83562045848707,3417731,12,
2903989,스테이550,https://tong.visitkorea.or.kr/cms/resource/64/4056464_image2_1.jpg,,경상북도 경주시 사정로 56-1,,,,"스테이550은 경상북도 경주시 황리단길에 위치한 디저트 카페이다. 빈티지한 멋을 풍기는 외관과 노출콘크리트 등으로 연출한 인테리어가 눈에 띈다. 대표 메뉴는 딸기케이크로 퀄리티 좋은 과일케이크가 다양하게 준비되어 있다. 이외에도 과일빙수와 음료메뉴 등 여러 가지가 준비되어 있다. 경주 IC에서 가깝고 주변에 첨성대를 비롯해 국립경주박물관, 경주교촌한옥마을 등 경주의 유명 관광지가 많다.",,129.209163135896,35.8364021399101,2903989,39,
3532927,별사이,,,경상북도 경주시 노하길 27-11 (서악동),,,,"경주 별사이에서는 북적이는 곳에서 벗어나, 경주의 옛 정취가 고스란히 느껴지는 조용한 마을 속 별사이에서 진정한 휴식을 경험할 수 있습니다.
저희 별사이는 WOORI, BYEOL, SAI 세 개의 독립적인 독채 객실로 이루어져 있으며, 그리스의 파란 문에서 영감을 받아 유럽 시골 마을에 온 듯한 아늑하고 특별한 분위기를 담았습니다.",https://www.instagram.com/byeolsai.gj,129.1909005594,35.8231697168,3532927,32,
3367497,미추왕릉,https://tong.visitkorea.or.kr/cms/resource/81/3367481_image2_1.JPG,,경상북도 경주시 황남동 89-2,,,,"신라 시조인 김알지의 7대손 미추왕의 릉인 이곳은 경주 대릉원 내부에 존재하며 지름 59.1m, 높이 13.5m의 크기로 대릉원 고분군 중에서 4번째 규모에 해당하는 큰 규모의 능이다.
김씨 중 가장 처음 왕위에 올랐던 인물의 무덤이라는 것에 의의가 있다. 내부는 인근 황남대총 및 천마총과 동일한 돌무지 덧널무덤 구조로 추정되는데, 이는 후대 눌지왕대 그의 업적을 기리기 위해 단순 덧널무덤이었던 것을 당대 묘제인 돌무지덧널무덤으로 수즙한 것으로 보고 있다.",https://www.gyeongju.go.kr/tour/,129.2134991,35.8365904,3367497,12,
4054306,제로스페이스 경주[면세점(TAX REFUND SHOP)],https://tong.visitkorea.or.kr/cms/resource/83/4022783_image2_1.jpg,,경상북도 경주시 손효자길 17-2 (황남동),,,,제로스페이스(ZERO SPACE)는 일상의 모든 기록을 즐거운 영감으로 채워주는 디자인 문구 및 소품 브랜드입니다. 독창적인 그래픽과 아기자기한 디자인의 아이템들을 통해 고객의 공간에 새로운 활력과 창의적인 재미를 불어넣습니다.,zeroperzero.kr,129.21030824145,35.8376273946743,4054306,38,
4012184,삼성스토어 경주,https://tong.visitkorea.or.kr/cms/resource/81/4043881_image2_1.JPG,,경상북도 경주시 산업로 4465 (용강동),,,,삼성스토어는 삼성전자의 최신 혁신 가전과 모바일 제품을 직접 체험하고 전문가의 맞춤 상담을 받을 수 있는 프리미엄 전자 매장입니다. 차별화된 AI 기술과 편리한 연결 경험을 통해 고객의 일상을 더욱 스마트하게 바꿔주는 혁신적인 솔루션을 제안합니다.,www.samsung.com,129.227313127759,35.8777597923939,4012184,38,
4026418,롯데하이마트 경주점,https://tong.visitkorea.or.kr/cms/resource/82/4043882_image2_1.JPG,,경상북도 경주시 원화로 447 (황성동),,,,"롯데하이마트는 대한민국의 가전제품 전문 유통 브랜드로, 생활가전부터 스마트기기까지 다양한 전자제품을 한곳에서 만나볼 수 있습니다. 전국 300여 개 매장과 온라인 쇼핑몰에서 합리적인 가격과 전문 상담 서비스를 제공합니다.",e-himart.co.kr,129.220036806362,35.8606562235906,4026418,38,
4026421,한양민예사,https://tong.visitkorea.or.kr/cms/resource/83/4043883_image2_1.JPG,,경상북도 경주시 진현로3길 50 (진현동),,,,한양민예사는 한국 전통의 미와 정취를 담은 고품격 민예품과 생활 공예품을 선보이는 브랜드입니다. 장인의 숨결이 살아있는 소품들을 통해 고객의 공간에 한국적인 고전 미학과 평온한 여유를 더해줍니다.,,129.325550251403,35.7864458964377,4026421,38,
4026447,디스커버리 경주점,https://tong.visitkorea.or.kr/cms/resource/99/4045899_image2_1.png,,경상북도 경주시 중앙로48번길 16 (노동동) 1층,,,,"디스커버리는 탐험 정신을 기반으로 한 글로벌 아웃도어 브랜드로, 내구성과 디자인을 동시에 만족시키는 제품을 제공합니다. 트렌디한 감각과 기능성을 겸비해 젊은 세대에게 인기가 높으며, 아웃도어 활동과 일상 생활 모두에 적합합니다.",www.discovery-expedition.com,129.21337208932,35.8440687715808,4026447,38,
2756706,흥무공원,https://tong.visitkorea.or.kr/cms/resource/49/3525149_image2_1.jpg,,경상북도 경주시 충효동 9-2,,,,흥무대왕으로 추존되었던 김유신 장군의 묘 인근에 있어 이름이 흥무공원이다. 김유신 장군묘 향하는 길이 흥무로였다. 공원은 크지 않지만 넓은 잔디밭과 곳곳에 나무가 만들어주는 그늘이 있어 경주시민들이 애용하는 휴식 공간이며 산책로도 잘 되어있어 힐링하기 좋은 장소이다.,경주문화관광 https://www.gyeongju.go.kr/tour,129.1952,35.8456,2756706,12,
